meta_id,source_row_ids,logical_status,source_count,periods,asset_ref_canonical,asset_refs_observed,filename_or_concepts,dates_observed,local_times_observed,formats_observed,metric_definitions_observed,metric_values_observed,reactions,comments,shares,metrics_consistent,inventory_id_candidates,cnt_id_status,sources_observed,notes
1036844829507460_122129214813072582,106,Unique_Logical_Publication,1,Junio_2026,260740,260740,Universe - Existencial 260740,2026-06-11,,Image,Reactions + comments + shares,924,696,14,214,Yes,CNT-084,Candidate_from_inventory_key,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122129224533072582,204,Unique_Logical_Publication,1,Junio_2026,260744,260744,Universe - Existencial 260744,2026-06-11,,Image,Reactions + comments + shares,9,7,2,0,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122129227947072582,107,Unique_Logical_Publication,1,Junio_2026,260745,260745,Universe - Existencial 260745,2026-06-11,,Image,Reactions + comments + shares,6,5,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122129231601072582,108,Unique_Logical_Publication,1,Junio_2026,260747,260747,Universe - Existencial 260747,2026-06-11,,Image,Reactions + comments + shares,547,327,8,212,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130028899072582,109,Unique_Logical_Publication,1,Junio_2026,260749,260749,Universe - Existencial 260749,2026-06-12,,Image,Reactions + comments + shares,33,18,1,14,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130031401072582,110,Unique_Logical_Publication,1,Junio_2026,,716,Universe - Existencial 716,2026-06-12,,Image,Reactions + comments + shares,47,39,2,6,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130040593072582,111,Unique_Logical_Publication,1,Junio_2026,260750,260750,Universe - Existencial 260750,2026-06-12,,Image,Reactions + comments + shares,6,4,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130043761072582,112,Unique_Logical_Publication,1,Junio_2026,260748,260748,Universe - Existencial 260748,2026-06-12,,Image,Reactions + comments + shares,41,38,1,2,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130044949072582,205,Unique_Logical_Publication,1,Junio_2026,260736,260736,Universe - Existencial 260736,2026-06-12,,Image,Reactions + comments + shares,6,4,0,2,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122130048999072582,113,Unique_Logical_Publication,1,Junio_2026,260751,260751,Universe - Existencial 260751,2026-06-12,,Image,Reactions + comments + shares,7,6,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130102567072582,114,Unique_Logical_Publication,1,Junio_2026,260752,260752,Universe - Existencial 260752,2026-06-13,,Image,Reactions + comments + shares,3,3,0,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130223203072582,115,Unique_Logical_Publication,1,Junio_2026,260754,260754,Universe - Existencial 260754,2026-06-13,,Image,Reactions + comments + shares,16,14,0,2,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130287907072582,116,Unique_Logical_Publication,1,Junio_2026,260646,260646 - No sean asi.. (14-jun-26),260646 - No sean asi.. (14-jun-26),2026-06-14,,Image,Reactions + comments + shares,1181,985,8,188,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130293907072582,117,Unique_Logical_Publication,1,Junio_2026,260755,260755,Universe - Existencial 260755,2026-06-14,,Image,Reactions + comments + shares,8,7,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130302793072582,206,Unique_Logical_Publication,1,Junio_2026,260757,260757 - Maeve -  Estas seguro¿ (14-jun-26),260757 - Maeve -  Estas seguro¿ (14-jun-26),2026-06-14,,Image,Reactions + comments + shares,529,443,28,58,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122130309363072582,118,Unique_Logical_Publication,1,Junio_2026,260758,260758,Universe - Existencial 260758,2026-06-14,,Image,Reactions + comments + shares,3,3,0,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130310797072582,119,Unique_Logical_Publication,1,Junio_2026,260759,260759,Universe - Existencial 260759,2026-06-14,,Image,Reactions + comments + shares,10,7,2,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130319641072582,120,Unique_Logical_Publication,1,Junio_2026,260760,260760,Universe - Existencial 260760,2026-06-14,,Image,Reactions + comments + shares,9,8,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130326151072582,121,Unique_Logical_Publication,1,Junio_2026,260761,260761,Universe - Existencial 260761,2026-06-14,,Image,Reactions + comments + shares,15,11,0,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130330195072582,122,Unique_Logical_Publication,1,Junio_2026,260762,260762,Universe - Existencial 260762,2026-06-14,,Image,Reactions + comments + shares,9,4,1,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130334833072582,123,Unique_Logical_Publication,1,Junio_2026,260763,260763,Universe - Existencial 260763,2026-06-15,,Image,Reactions + comments + shares,11,4,2,5,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130392853072582,124,Unique_Logical_Publication,1,Junio_2026,260764,260764,Universe - Existencial 260764,2026-06-15,,Image,Reactions + comments + shares,6,5,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130406569072582,125,Unique_Logical_Publication,1,Junio_2026,260766,260766,Universe - Existencial 260766,2026-06-15,,Image,Reactions + comments + shares,362,257,11,94,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130411897072582,126,Unique_Logical_Publication,1,Junio_2026,260765,260765,Universe - Existencial 260765,2026-06-15,,Image,Reactions + comments + shares,340,294,14,32,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130425607072582,127,Unique_Logical_Publication,1,Junio_2026,260767,260767,Universe - Existencial 260767,2026-06-15,,Image,Reactions + comments + shares,61,49,1,11,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130892707072582,128,Unique_Logical_Publication,1,Junio_2026,260756,260756,Universe - Existencial 260756,2026-06-16,,Image,Reactions + comments + shares,16,14,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122130900021072582,129,Unique_Logical_Publication,1,Junio_2026,260768,260768,Universe - Existencial 260768,2026-06-16,,Image,Reactions + comments + shares,16,11,2,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131069383072582,130,Unique_Logical_Publication,1,Junio_2026,260769,260769,Universe - Existencial 260769,2026-06-16,,Image,Reactions + comments + shares,29,24,1,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131082895072582,131,Unique_Logical_Publication,1,Junio_2026,260770,260770,Universe - Existencial 260770,2026-06-16,,Image,Reactions + comments + shares,29,25,1,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131087671072582,132,Unique_Logical_Publication,1,Junio_2026,260771,260771,Universe - Existencial 260771,2026-06-16,,Image,Reactions + comments + shares,32,20,2,10,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131154349072582,133,Unique_Logical_Publication,1,Junio_2026,260772,260772,Universe - Existencial 260772,2026-06-17,,Image,Reactions + comments + shares,10,8,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131181673072582,134,Unique_Logical_Publication,1,Junio_2026,260773,260773,Universe - Existencial 260773,2026-06-17,,Image,Reactions + comments + shares,10,8,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131277229072582,135,Unique_Logical_Publication,1,Junio_2026,260774,260774,Universe - Existencial 260774,2026-06-17,,Image,Reactions + comments + shares,23,18,1,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131482621072582,136,Unique_Logical_Publication,1,Junio_2026,260775,260775,Universe - Existencial 260775,2026-06-17,,Image,Reactions + comments + shares,497,435,9,53,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131778085072582,137,Unique_Logical_Publication,1,Junio_2026,260776,260776,Universe - Existencial 260776,2026-06-18,,Image,Reactions + comments + shares,12,8,2,2,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131787067072582,138,Unique_Logical_Publication,1,Junio_2026,260777,260777,Universe - Existencial 260777,2026-06-18,,Image,Reactions + comments + shares,47,41,2,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131798671072582,139,Unique_Logical_Publication,1,Junio_2026,260778,260778,Universe - Existencial 260778,2026-06-18,,Image,Reactions + comments + shares,16,14,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131809333072582,140,Unique_Logical_Publication,1,Junio_2026,260779,260779,Universe - Existencial 260779,2026-06-18,,Image,Reactions + comments + shares,14,10,1,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131862643072582,141,Unique_Logical_Publication,1,Junio_2026,2607780,2607780,Universe - Existencial 2607780,2026-06-19,,Image,Reactions + comments + shares,55,33,1,21,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131879707072582,142,Unique_Logical_Publication,1,Junio_2026,2607781,2607781,Universe - Existencial 2607781,2026-06-19,,Image,Reactions + comments + shares,10,7,0,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131883439072582,143,Unique_Logical_Publication,1,Junio_2026,2607782,2607782,Universe - Existencial 2607782,2026-06-19,,Image,Reactions + comments + shares,15,12,2,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131974717072582,144,Unique_Logical_Publication,1,Junio_2026,2607784,2607784,Universe - Existencial 2607784,2026-06-19,,Image,Reactions + comments + shares,71,58,2,11,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122131995297072582,145,Unique_Logical_Publication,1,Junio_2026,2607785,2607785,Universe - Existencial 2607785,2026-06-19,,Image,Reactions + comments + shares,30,25,1,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132344029072582,146,Unique_Logical_Publication,1,Junio_2026,2607783,2607783,Universe - Existencial 2607783,2026-06-20,,Image,Reactions + comments + shares,460,364,11,85,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132350563072582,147,Unique_Logical_Publication,1,Junio_2026,2607786,2607786,Universe - Existencial 2607786,2026-06-20,,Image,Reactions + comments + shares,351,239,3,109,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132365443072582,148,Unique_Logical_Publication,1,Junio_2026,2607787,2607787,Universe - Existencial 2607787,2026-06-20,,Image,Reactions + comments + shares,394,321,3,70,Yes,CNT-081,Candidate_from_inventory_key,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132371125072582,149,Unique_Logical_Publication,1,Junio_2026,2607788,2607788,Universe - Existencial 2607788,2026-06-20,,Image,Reactions + comments + shares,24,17,3,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132375181072582,150,Unique_Logical_Publication,1,Junio_2026,2607789,2607789,Universe - Existencial 2607789,2026-06-20,,Image,Reactions + comments + shares,36,26,2,8,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132379549072582,151,Unique_Logical_Publication,1,Junio_2026,2607790,2607790,Universe - Existencial 2607790,2026-06-20,,Image,Reactions + comments + shares,17,13,1,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132599809072582,30;152,Consolidated_Logical_Duplicate,2,Junio_2026,2607792,2607792;2607792 - fantasma+Universe - El gato ;o (21-jun-26),2607792 - fantasma+Universe - El gato ;o (21-jun-26).jpeg;2607792 - fantasma+Universe - El gato ;o (21-jun-26),2026-06-21,2026-06-21T20:09:49-06:00,Unknown_from_dataset;Image,Reacciones + comentarios + shares;Reactions + comments + shares,1128,999,2,127,Yes,CNT-069,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv;2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Original rows preserved in source file; use this row for aggregates. Duplicate rows agree on reactions/comments/shares.
1036844829507460_122132603703072582,153,Unique_Logical_Publication,1,Junio_2026,2607793,2607793,Universe - Existencial 2607793,2026-06-21,,Image,Reactions + comments + shares,34,28,1,5,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132690157072582,31;154,Consolidated_Logical_Duplicate,2,Junio_2026,2607794,2607794;2607794 - Universe - Aver.. A ver... (22-jun-26),2607794 - Universe - Aver.. A ver... (22-jun-26).png;2607794 - Universe - Aver.. A ver... (22-jun-26),2026-06-22,2026-06-22T10:02:23-06:00,Unknown_from_dataset;Image,Reacciones + comentarios + shares;Reactions + comments + shares,975,696,2,277,Yes,CNT-070,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv;2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Original rows preserved in source file; use this row for aggregates. Duplicate rows agree on reactions/comments/shares.
1036844829507460_122132695779072582,155,Unique_Logical_Publication,1,Junio_2026,2607795,2607795,Universe - Existencial 2607795,2026-06-22,,Image,Reactions + comments + shares,9,6,3,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132703933072582,207,Unique_Logical_Publication,1,Junio_2026,2607796,2607796,Universe - Existencial 2607796,2026-06-22,,Image,Reactions + comments + shares,77,62,1,14,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122132711259072582,156,Unique_Logical_Publication,1,Junio_2026,2607797,2607797,Universe - Existencial 2607797,2026-06-22,,Image,Reactions + comments + shares,20,16,1,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132714559072582,157,Unique_Logical_Publication,1,Junio_2026,,717,Universe - Existencial 717,2026-06-22,,Image,Reactions + comments + shares,16,14,2,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132763591072582,158,Unique_Logical_Publication,1,Junio_2026,,607,Universe - Existencial 607,2026-06-22,,Image,Reactions + comments + shares,18,14,4,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132767677072582,159,Unique_Logical_Publication,1,Junio_2026,2607799,2607799,Universe - Existencial 2607799,2026-06-22,,Image,Reactions + comments + shares,27,18,4,5,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132818167072582,160,Unique_Logical_Publication,1,Junio_2026,2607800,2607800,Universe - Existencial 2607800,2026-06-23,,Image,Reactions + comments + shares,38,28,3,7,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122132885193072582,161,Unique_Logical_Publication,1,Junio_2026,2607801,2607801,Universe - Existencial 2607801,2026-06-23,,Image,Reactions + comments + shares,4,1,0,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133025227072582,162,Unique_Logical_Publication,1,Junio_2026,2607802,2607802,Universe - Existencial 2607802,2026-06-23,,Image,Reactions + comments + shares,28,22,1,5,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133035331072582,163,Unique_Logical_Publication,1,Junio_2026,2607803,2607803,Universe - Existencial 2607803,2026-06-23,,Image,Reactions + comments + shares,7,6,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133408501072582,164,Unique_Logical_Publication,1,Junio_2026,2607804,2607804,Universe - Existencial 2607804,2026-06-24,,Image,Reactions + comments + shares,22,16,2,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133430461072582,165,Unique_Logical_Publication,1,Junio_2026,2607807,2607807,Universe - Existencial 2607807,2026-06-24,,Image,Reactions + comments + shares,5,5,0,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133439875072582,166,Unique_Logical_Publication,1,Junio_2026,2607808,2607808,Universe - Existencial 2607808,2026-06-24,,Image,Reactions + comments + shares,37,26,5,6,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133482997072582,208,Unique_Logical_Publication,1,Junio_2026,2607809,2607809,Universe - Existencial 2607809,2026-06-25,,Image,Reactions + comments + shares,27,18,2,7,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122133493005072582,167,Unique_Logical_Publication,1,Junio_2026,2607810,2607810,Universe - Existencial 2607810,2026-06-25,,Image,Reactions + comments + shares,6,5,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133503349072582,209,Unique_Logical_Publication,1,Junio_2026,2607812,2607812,Universe - Existencial 2607812,2026-06-25,,Image,Reactions + comments + shares,22,18,1,3,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122133507537072582,168,Unique_Logical_Publication,1,Junio_2026,2607811,2607811,Universe - Existencial 2607811,2026-06-25,,Image,Reactions + comments + shares,55,43,2,10,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133553881072582,169,Unique_Logical_Publication,1,Junio_2026,2607813,2607813,Universe - Existencial 2607813,2026-06-26,,Image,Reactions + comments + shares,68,48,3,17,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133562395072582,170,Unique_Logical_Publication,1,Junio_2026,2607814,2607814,Universe - Existencial 2607814,2026-06-26,,Image,Reactions + comments + shares,7,4,0,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133567291072582,171,Unique_Logical_Publication,1,Junio_2026,2607815,2607815,Universe - Existencial 2607815,2026-06-26,,Image,Reactions + comments + shares,7,6,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133575895072582,172,Unique_Logical_Publication,1,Junio_2026,2607816,2607816,Universe - Existencial 2607816,2026-06-26,,Image,Reactions + comments + shares,393,301,5,87,Yes,CNT-082,Candidate_from_inventory_key,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133950907072582,173,Unique_Logical_Publication,1,Junio_2026,2607817,2607817,Universe - Existencial 2607817,2026-06-26,,Image,Reactions + comments + shares,14,8,0,6,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122133977385072582,174,Unique_Logical_Publication,1,Junio_2026,2607818,2607818,Universe - Existencial 2607818,2026-06-26,,Image,Reactions + comments + shares,8,6,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134032159072582,175,Unique_Logical_Publication,1,Junio_2026,2607819,2607819,Universe - Existencial 2607819,2026-06-27,,Image,Reactions + comments + shares,16,12,1,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134037079072582,176,Unique_Logical_Publication,1,Junio_2026,2607820,2607820,Universe - Existencial 2607820,2026-06-27,,Image,Reactions + comments + shares,11,7,0,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134040829072582,210,Unique_Logical_Publication,1,Junio_2026,2607821,2607821,Universe - Existencial 2607821,2026-06-27,,Image,Reactions + comments + shares,99,85,2,12,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122134045179072582,177,Unique_Logical_Publication,1,Junio_2026,2607822,2607822,Universe - Existencial 2607822,2026-06-27,,Image,Reactions + comments + shares,45,35,1,9,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134061121072582,178,Unique_Logical_Publication,1,Junio_2026,2607823,2607823,Universe - Existencial 2607823,2026-06-27,,Image,Reactions + comments + shares,393,267,27,99,Yes,CNT-080,Candidate_from_inventory_key,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134070943072582,179,Unique_Logical_Publication,1,Junio_2026,2607824,2607824,Universe - Existencial 2607824,2026-06-27,,Image,Reactions + comments + shares,547,348,0,199,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134136793072582,33;180,Consolidated_Logical_Duplicate,2,Junio_2026,2607825,2607825;2607825 - Kael - Ser el malo de la historia  (28-jun-26),2607825 - Kael - Ser el malo de la historia (28-jun-26).png;2607825 - Kael - Ser el malo de la historia  (28-jun-26),2026-06-28,2026-06-28T10:42:29-06:00,Unknown_from_dataset;Image,Reacciones + comentarios + shares;Reactions + comments + shares,1308,912,4,392,Yes,CNT-072,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv;2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,Original rows preserved in source file; use this row for aggregates. Duplicate rows agree on reactions/comments/shares.
1036844829507460_122134144809072582,181,Unique_Logical_Publication,1,Junio_2026,2607826,2607826,Universe - Existencial 2607826,2026-06-28,,Image,Reactions + comments + shares,47,31,3,13,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134157199072582,182,Unique_Logical_Publication,1,Junio_2026,2607827,2607827,Universe - Existencial 2607827,2026-06-28,,Image,Reactions + comments + shares,40,32,1,7,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134161303072582,183,Unique_Logical_Publication,1,Junio_2026,2607828,2607828,Universe - Existencial 2607828,2026-06-28,,Image,Reactions + comments + shares,521,333,3,185,Yes,CNT-083,Candidate_from_inventory_key,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134162881072582,184,Unique_Logical_Publication,1,Junio_2026,2607829,2607829,Universe - Existencial 2607829,2026-06-28,,Image,Reactions + comments + shares,1,1,0,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134165677072582,211,Unique_Logical_Publication,1,Junio_2026,2607830,2607830,Universe - Existencial 2607830,2026-06-28,,Image,Reactions + comments + shares,11,11,0,0,Yes,,No_inventory_match,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122134169481072582,185,Unique_Logical_Publication,1,Junio_2026,2607833,2607833,Universe - Existencial 2607833,2026-06-28,,Image,Reactions + comments + shares,13,11,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134290783072582,186,Unique_Logical_Publication,1,Junio_2026,2607832,2607832,Universe - Existencial 2607832,2026-06-28,,Image,Reactions + comments + shares,28,21,1,6,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134344879072582,187,Unique_Logical_Publication,1,Junio_2026,2607835,2607835,Universe - Existencial 2607835,2026-06-29,,Image,Reactions + comments + shares,8,7,0,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134350741072582,188,Unique_Logical_Publication,1,Junio_2026,2607834,2607834,Universe - Existencial 2607834,2026-06-29,,Image,Reactions + comments + shares,16,14,1,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
