meta_id,source_row_ids,logical_status,source_count,periods,asset_ref_canonical,asset_refs_observed,filename_or_concepts,dates_observed,local_times_observed,formats_observed,metric_definitions_observed,metric_values_observed,reactions,comments,shares,metrics_consistent,inventory_id_candidates,cnt_id_status,sources_observed,notes
1036844829507460_122134356465072582,189,Unique_Logical_Publication,1,Junio_2026,2607836,2607836,Universe - Existencial 2607836,2026-06-29,,Image,Reactions + comments + shares,9,8,0,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134366263072582,190,Unique_Logical_Publication,1,Junio_2026,2607831,2607831,Universe - Existencial 2607831,2026-06-29,,Image,Reactions + comments + shares,30,27,1,2,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134374249072582,212,Unique_Logical_Publication,1,Junio_2026,2607837,2607837,Universe - Existencial 2607837,2026-06-29,,Image,Reactions + comments + shares,1069,858,11,200,Yes,CNT-085,Candidate_from_inventory_key,User validation of June review contact sheet + Meta photo object,One source row observed.
1036844829507460_122134379049072582,191,Unique_Logical_Publication,1,Junio_2026,2607838,2607838 - Dios - Quien me creo a mi (29-jun-26),2607838 - Dios - Quien me creo a mi (29-jun-26),2026-06-29,,Image,Reactions + comments + shares,365,273,17,75,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134508205072582,192,Unique_Logical_Publication,1,Junio_2026,2607839,2607839,Universe - Existencial 2607839,2026-06-29,,Image,Reactions + comments + shares,12,9,2,1,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134598745072582,193,Unique_Logical_Publication,1,Junio_2026,2607841,2607841,Universe - Existencial 2607841,2026-06-30,,Image,Reactions + comments + shares,16,10,3,3,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134604217072582,194,Unique_Logical_Publication,1,Junio_2026,2607842,2607842,Universe - Existencial 2607842,2026-06-30,,Image,Reactions + comments + shares,21,14,3,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134620417072582,195,Unique_Logical_Publication,1,Junio_2026,260552,260552,Universe - Existencial 260552,2026-06-30,,Image,Reactions + comments + shares,366,284,5,77,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134625811072582,196,Unique_Logical_Publication,1,Junio_2026,2607840,2607840,Universe - Existencial 2607840,2026-06-30,,Image,Reactions + comments + shares,53,48,1,4,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134641021072582,197,Unique_Logical_Publication,1,Junio_2026,2607844,2607844,Universe - Existencial 2607844,2026-06-30,,Image,Reactions + comments + shares,38,31,1,6,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134644177072582,198,Unique_Logical_Publication,1,Junio_2026,2607845,2607845,Universe - Existencial 2607845,2026-06-30,,Image,Reactions + comments + shares,4,4,0,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134648779072582,199,Unique_Logical_Publication,1,Junio_2026,2607847,2607847,Universe - Existencial 2607847,2026-06-30,,Image,Reactions + comments + shares,10,10,0,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122134649487072582,200,Unique_Logical_Publication,1,Junio_2026,2607843,2607843,Universe - Existencial 2607843,2026-06-30,,Image,Reactions + comments + shares,8,7,1,0,Yes,,No_inventory_match,2026-08-17_Assets_Junio_FB_IDs.xlsx + Meta photo object + visual match,One source row observed.
1036844829507460_122139999861072582,39,Unique_Logical_Publication,1,Julio_2026,728,728,Universe - Existencial 728.png,2026-07-18,2026-07-18T14:00:06-06:00,Unknown_from_dataset,Reacciones + comentarios + shares,3993,2536,8,1449,Yes,CNT-078,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,One source row observed.
1036844829507460_122140003413072582,35,Unique_Logical_Publication,1,Julio_2026,260604,260604,Universe - Existencial 260604.png,2026-07-18,2026-07-18T22:00:10-06:00,Unknown_from_dataset,Reacciones + comentarios + shares,5482,3108,62,2312,Yes,CNT-074,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,One source row observed.
1036844829507460_122140844349072582,38,Unique_Logical_Publication,1,Julio_2026,260504,260504,Universe - Existencial 260504.png,2026-07-21,2026-07-21T15:20:01-06:00,Unknown_from_dataset,Reacciones + comentarios + shares,3913,2290,102,1521,Yes,CNT-077,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,One source row observed.
1036844829507460_122141207841072582,40,Unique_Logical_Publication,1,Julio_2026,2607966,2607966,Universe - Existencial 2607966.jpeg,2026-07-22,2026-07-22T22:26:32-06:00,Unknown_from_dataset,Reacciones + comentarios + shares,2747,1722,10,1015,Yes,CNT-079,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,One source row observed.
1036844829507460_122142627051072582,37,Unique_Logical_Publication,1,Julio_2026,729,729,Universe - Existencial 729.png,2026-07-27,2026-07-27T20:00:00-06:00,Unknown_from_dataset,Reacciones + comentarios + shares,2979,2249,16,714,Yes,CNT-076,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,One source row observed.
1036844829507460_122142779757072582,36,Unique_Logical_Publication,1,Julio_2026,2607987,2607987,Universe - Existencial 2607987.jpeg,2026-07-28,2026-07-28T13:57:12-06:00,Unknown_from_dataset,Reacciones + comentarios + shares,3726,2367,18,1341,Yes,CNT-075,Candidate_from_inventory_key,2026-08-14_Comparativo_Desempeno_Junio_Julio_Agosto_Datos.csv,One source row observed.
