Queue_ID,Priority_Rank,Tier,Meta_Post_ID,Meta_Reel_ID,Publication_UTC,Engagement,Meta_Caption,Drive_File_ID,Drive_File_Name,Drive_Folder_Path,Drive_Created_UTC,Drive_Modified_UTC,Drive_MimeType,Drive_Duration_ms,Date_Delta_Days,Filename_Token_Overlap,Triage_Score,Triage_Status,Decision_Status
RAQ-035,35,Tier_2,1036844829507460_122130032151072582,1302082018796959,2026-06-12T23:14:51+0000,4,De que me hablas??,1vFRModK-KTYj6D9ZXhYBFhMOr3B-fS5F,Man_pressing_hands_temples_202606131832.mp4,Reels,2026-06-13T23:32:24.911Z,2026-06-13T23:32:24.917Z,video/mp4,7999,1.01,,4.8,Date_Proximity_Only,Queued_For_Review
RAQ-035,35,Tier_2,1036844829507460_122130032151072582,1302082018796959,2026-06-12T23:14:51+0000,4,De que me hablas??,1EkeGe3RB24J0RibBiExsJ0mHOBpOUGG4,"ChatGPT Image 11 jun 2026, 05_59_03 p.m.png",Reels/INSTAGRAM,2026-06-11T22:59:03.445Z,2026-06-11T22:59:03.465Z,image/png,,1.01,,4.8,Date_Proximity_Only,Queued_For_Review
RAQ-035,35,Tier_2,1036844829507460_122130032151072582,1302082018796959,2026-06-12T23:14:51+0000,4,De que me hablas??,18GoVQOBam-Tgox4rXNyRwwZk19BBeEzF,Man_exerting_intense_physical_ef…_202606131851.mp4,Reels,2026-06-13T23:51:45.731Z,2026-06-13T23:51:45.741Z,video/mp4,9999,1.03,,4.79,Date_Proximity_Only,Queued_For_Review
RAQ-035,35,Tier_2,1036844829507460_122130032151072582,1302082018796959,2026-06-12T23:14:51+0000,4,De que me hablas??,1Ehu7kSMzKMxlPGJVGkiyGoJLnyYHv_B0,Universe Real - 008.mp4,Reels/INSTAGRAM,2026-06-11T22:19:14.629Z,2026-06-11T22:19:14.641Z,video/mp4,9999,1.04,,4.79,Date_Proximity_Only,Queued_For_Review
RAQ-035,35,Tier_2,1036844829507460_122130032151072582,1302082018796959,2026-06-12T23:14:51+0000,4,De que me hablas??,15nHZZftnESgshlLevc0gK8N0zSqEq6Pp,Universe sent me - 022.png,Reels/INSTAGRAM,2026-06-10T21:41:45.750Z,2026-06-10T21:41:45.759Z,image/png,,2.06,,4.59,Date_Proximity_Only,Queued_For_Review
RAQ-036,36,Tier_2,1036844829507460_122133558903072582,1682105286427938,2026-06-26T17:42:09+0000,4,#vidagatuna,1HEpgyuh2DkGnGtjQIVtkaYeVwj9RFVNj,"ChatGPT Image Jun 27, 2026, 03_05_25 PM.png",Reels/Horoscopos,2026-06-27T20:05:25.747Z,2026-06-27T20:05:25.753Z,image/png,,1.1,,4.78,Date_Proximity_Only,Queued_For_Review
RAQ-036,36,Tier_2,1036844829507460_122133558903072582,1682105286427938,2026-06-26T17:42:09+0000,4,#vidagatuna,1fB-lkJDO_BwmO99CnREcc2JK7uD5om0k,"ChatGPT Image Jun 27, 2026, 03_18_47 PM.png",Reels/Horoscopos,2026-06-27T20:18:47.384Z,2026-06-27T20:18:47.390Z,image/png,,1.11,,4.78,Date_Proximity_Only,Queued_For_Review
RAQ-036,36,Tier_2,1036844829507460_122133558903072582,1682105286427938,2026-06-26T17:42:09+0000,4,#vidagatuna,1ujbbAL9mAm7OCdHrlXeQ8OeIAodzFbZC,Elara_and_Wilfred_dialogue_anima…_202606271715.mp4,Reels/Horoscopos,2026-06-27T22:15:45.417Z,2026-06-27T22:15:45.425Z,video/mp4,9999,1.19,,4.76,Date_Proximity_Only,Queued_For_Review
RAQ-036,36,Tier_2,1036844829507460_122133558903072582,1682105286427938,2026-06-26T17:42:09+0000,4,#vidagatuna,1hduudZ2UhqzrwFVoxs4gJryxPoBAVU1W,Wilfred_and_Elara_cosmic_radio_202606272110.mp4,Reels/Horoscopos,2026-06-28T02:10:18.055Z,2026-06-28T02:10:18.062Z,video/mp4,3999,1.35,,4.73,Date_Proximity_Only,Queued_For_Review
RAQ-036,36,Tier_2,1036844829507460_122133558903072582,1682105286427938,2026-06-26T17:42:09+0000,4,#vidagatuna,14Jwguu1pUljEBQtzZPWxc_fEOCWpwkKW,Pato_villano_mirando_cámara_POV_EresAries.mp4,Reels,2026-06-30T18:30:27.983Z,2026-07-31T05:08:43.213Z,video/mp4,9999,4.03,,4.19,Date_Proximity_Only,Queued_For_Review
RAQ-037,37,Tier_2,1036844829507460_122134060641072582,1328020015567311,2026-06-28T00:25:12+0000,4,No hay frase motivacional...,1hduudZ2UhqzrwFVoxs4gJryxPoBAVU1W,Wilfred_and_Elara_cosmic_radio_202606272110.mp4,Reels/Horoscopos,2026-06-28T02:10:18.055Z,2026-06-28T02:10:18.062Z,video/mp4,3999,0.07,,4.99,Date_Proximity_Only,Queued_For_Review
RAQ-037,37,Tier_2,1036844829507460_122134060641072582,1328020015567311,2026-06-28T00:25:12+0000,4,No hay frase motivacional...,1ujbbAL9mAm7OCdHrlXeQ8OeIAodzFbZC,Elara_and_Wilfred_dialogue_anima…_202606271715.mp4,Reels/Horoscopos,2026-06-27T22:15:45.417Z,2026-06-27T22:15:45.425Z,video/mp4,9999,0.09,,4.98,Date_Proximity_Only,Queued_For_Review
RAQ-037,37,Tier_2,1036844829507460_122134060641072582,1328020015567311,2026-06-28T00:25:12+0000,4,No hay frase motivacional...,1fB-lkJDO_BwmO99CnREcc2JK7uD5om0k,"ChatGPT Image Jun 27, 2026, 03_18_47 PM.png",Reels/Horoscopos,2026-06-27T20:18:47.384Z,2026-06-27T20:18:47.390Z,image/png,,0.17,,4.97,Date_Proximity_Only,Queued_For_Review
RAQ-037,37,Tier_2,1036844829507460_122134060641072582,1328020015567311,2026-06-28T00:25:12+0000,4,No hay frase motivacional...,1HEpgyuh2DkGnGtjQIVtkaYeVwj9RFVNj,"ChatGPT Image Jun 27, 2026, 03_05_25 PM.png",Reels/Horoscopos,2026-06-27T20:05:25.747Z,2026-06-27T20:05:25.753Z,image/png,,0.18,,4.96,Date_Proximity_Only,Queued_For_Review
RAQ-037,37,Tier_2,1036844829507460_122134060641072582,1328020015567311,2026-06-28T00:25:12+0000,4,No hay frase motivacional...,14Jwguu1pUljEBQtzZPWxc_fEOCWpwkKW,Pato_villano_mirando_cámara_POV_EresAries.mp4,Reels,2026-06-30T18:30:27.983Z,2026-07-31T05:08:43.213Z,video/mp4,9999,2.75,,4.45,Date_Proximity_Only,Queued_For_Review
RAQ-038,38,Tier_2,1036844829507460_122118094287072582,1613076373251070,2026-05-05T15:03:58+0000,3,#UniverseSentMe #vidareal #whatif #rockstar,1HTTD4Qp-2jVtG9uq2dFJegp2Xf_1W5VX,UniverseSentMe OnAir.png,Reels/Horoscopos,2026-07-09T16:05:28.926Z,2026-07-09T16:05:28.932Z,image/png,,65.04,universesentme,10.0,Candidate_Visual_Review,Queued_For_Review
RAQ-039,39,Tier_2,1036844829507460_122118876471072582,970315549109123,2026-05-08T15:30:26+0000,3,#UniverseSentMe #rockstar #relatable,1HTTD4Qp-2jVtG9uq2dFJegp2Xf_1W5VX,UniverseSentMe OnAir.png,Reels/Horoscopos,2026-07-09T16:05:28.926Z,2026-07-09T16:05:28.932Z,image/png,,62.02,universesentme,10.0,Candidate_Visual_Review,Queued_For_Review
RAQ-041,41,Tier_2,1036844829507460_122126670549072582,1478285706922671,2026-06-04T23:00:55+0000,3,Fiesta.. 😁 #universesentme #music,1HTTD4Qp-2jVtG9uq2dFJegp2Xf_1W5VX,UniverseSentMe OnAir.png,Reels/Horoscopos,2026-07-09T16:05:28.926Z,2026-07-09T16:05:28.932Z,image/png,,34.71,universesentme,10.0,Candidate_Visual_Review,Queued_For_Review
RAQ-041,41,Tier_2,1036844829507460_122126670549072582,1478285706922671,2026-06-04T23:00:55+0000,3,Fiesta.. 😁 #universesentme #music,1tE84FJLyLNwqELa5E23_7Tn5dvDwN_WI,Wilfred realista haciendo una posion.mp4,Reels,2026-06-04T20:32:20.064Z,2026-07-31T05:07:43.303Z,video/mp4,7999,0.1,,4.98,Date_Proximity_Only,Queued_For_Review
RAQ-041,41,Tier_2,1036844829507460_122126670549072582,1478285706922671,2026-06-04T23:00:55+0000,3,Fiesta.. 😁 #universesentme #music,1S48ovdPe-5FFN49XBOjQsJfDx7B-XRR8,Universe sent me - 009.png,Reels/INSTAGRAM,2026-06-04T18:08:37.959Z,2026-06-04T18:08:37.959Z,image/png,,0.2,,4.96,Date_Proximity_Only,Queued_For_Review
RAQ-041,41,Tier_2,1036844829507460_122126670549072582,1478285706922671,2026-06-04T23:00:55+0000,3,Fiesta.. 😁 #universesentme #music,1wD-cIUrlqcSCNJcuJtQlk64YZHLRUxDX,Universe sent me - 005.png,Reels/INSTAGRAM,2026-06-03T23:52:49.977Z,2026-06-03T23:52:49.992Z,image/png,,0.96,,4.81,Date_Proximity_Only,Queued_For_Review
RAQ-041,41,Tier_2,1036844829507460_122126670549072582,1478285706922671,2026-06-04T23:00:55+0000,3,Fiesta.. 😁 #universesentme #music,1ddNYoBaMUSBxgvvlewQ8ZW8eu092FjHm,Universe sent me - 006.png,Reels/INSTAGRAM,2026-06-03T23:58:07.032Z,2026-06-03T23:58:07.041Z,image/png,,0.96,,4.81,Date_Proximity_Only,Queued_For_Review
RAQ-042,42,Tier_2,1036844829507460_122127646659072582,995933569846950,2026-06-06T18:42:15+0000,3,De anoche.. 👻,10SjQf6tIHVDR8lW7ZmH-vl4FRjzNrAaz,Universe Real - 003.mp4,Reels/INSTAGRAM,2026-06-06T18:28:53.871Z,2026-06-06T18:28:53.881Z,video/mp4,7999,0.01,,5.0,Date_Proximity_Only,Queued_For_Review
RAQ-042,42,Tier_2,1036844829507460_122127646659072582,995933569846950,2026-06-06T18:42:15+0000,3,De anoche.. 👻,1MswyZYpOUp7-CCjiQLzcCmyNXOXUxW89,Universe Real - 002.mp4,Reels/INSTAGRAM,2026-06-06T18:00:50.980Z,2026-06-06T18:00:50.997Z,video/mp4,7999,0.03,,4.99,Date_Proximity_Only,Queued_For_Review
RAQ-042,42,Tier_2,1036844829507460_122127646659072582,995933569846950,2026-06-06T18:42:15+0000,3,De anoche.. 👻,1rimI-m7w0FcodKXWE2z0_7Hm0c7LHKEO,64fe27f836344fdb2ba8e37c16e386f5.mp4,Reels/INSTAGRAM,2026-06-06T19:44:08.605Z,2026-06-06T19:44:08.750Z,video/mp4,11133,0.04,,4.99,Date_Proximity_Only,Queued_For_Review
RAQ-042,42,Tier_2,1036844829507460_122127646659072582,995933569846950,2026-06-06T18:42:15+0000,3,De anoche.. 👻,1wL0wmEoJzEE6QB65xXUwcQethEYGbUKf,Universe Real - 001.mp4,Reels/INSTAGRAM,2026-06-06T17:51:02.746Z,2026-06-06T17:51:02.758Z,video/mp4,7999,0.04,,4.99,Date_Proximity_Only,Queued_For_Review
RAQ-042,42,Tier_2,1036844829507460_122127646659072582,995933569846950,2026-06-06T18:42:15+0000,3,De anoche.. 👻,1JT036FJRCxnMH-DXqJ5EUzfJOlQ0YJZc,Universe Real - 004.mp4,Reels/INSTAGRAM,2026-06-06T20:12:56.295Z,2026-06-06T20:12:56.303Z,video/mp4,7999,0.06,,4.99,Date_Proximity_Only,Queued_For_Review
RAQ-043,43,Tier_2,1036844829507460_122130404211072582,4303248503321761,2026-06-15T21:13:02+0000,3,,18GoVQOBam-Tgox4rXNyRwwZk19BBeEzF,Man_exerting_intense_physical_ef…_202606131851.mp4,Reels,2026-06-13T23:51:45.731Z,2026-06-13T23:51:45.741Z,video/mp4,9999,1.89,,4.62,Date_Proximity_Only,Queued_For_Review
RAQ-043,43,Tier_2,1036844829507460_122130404211072582,4303248503321761,2026-06-15T21:13:02+0000,3,,1vFRModK-KTYj6D9ZXhYBFhMOr3B-fS5F,Man_pressing_hands_temples_202606131832.mp4,Reels,2026-06-13T23:32:24.911Z,2026-06-13T23:32:24.917Z,video/mp4,7999,1.9,,4.62,Date_Proximity_Only,Queued_For_Review
RAQ-043,43,Tier_2,1036844829507460_122130404211072582,4303248503321761,2026-06-15T21:13:02+0000,3,,1EkeGe3RB24J0RibBiExsJ0mHOBpOUGG4,"ChatGPT Image 11 jun 2026, 05_59_03 p.m.png",Reels/INSTAGRAM,2026-06-11T22:59:03.445Z,2026-06-11T22:59:03.465Z,image/png,,3.93,,4.21,Date_Proximity_Only,Queued_For_Review
RAQ-043,43,Tier_2,1036844829507460_122130404211072582,4303248503321761,2026-06-15T21:13:02+0000,3,,1Ehu7kSMzKMxlPGJVGkiyGoJLnyYHv_B0,Universe Real - 008.mp4,Reels/INSTAGRAM,2026-06-11T22:19:14.629Z,2026-06-11T22:19:14.641Z,video/mp4,9999,3.95,,4.21,Date_Proximity_Only,Queued_For_Review
RAQ-043,43,Tier_2,1036844829507460_122130404211072582,4303248503321761,2026-06-15T21:13:02+0000,3,,15nHZZftnESgshlLevc0gK8N0zSqEq6Pp,Universe sent me - 022.png,Reels/INSTAGRAM,2026-06-10T21:41:45.750Z,2026-06-10T21:41:45.759Z,image/png,,4.98,,4.0,Date_Proximity_Only,Queued_For_Review
RAQ-044,44,Tier_2,1036844829507460_122119037427072582,914565258282052,2026-05-09T18:22:28+0000,2,Universe Sent Me,11R4SnZUnPc63fj-Gqbu2TtphiBOa357q,Universe sent me - 001.png,Reels/INSTAGRAM,2026-06-03T23:08:06.656Z,2026-06-03T23:08:06.660Z,image/png,,25.2,sent|universe,20.0,Candidate_Visual_Review,Queued_For_Review
RAQ-044,44,Tier_2,1036844829507460_122119037427072582,914565258282052,2026-05-09T18:22:28+0000,2,Universe Sent Me,1bHcZ24HjBewz2l0bt1XNf2wk6kdhDKoM,Universe sent me - 002.png,Reels/INSTAGRAM,2026-06-03T23:10:50.582Z,2026-06-03T23:10:50.589Z,image/png,,25.2,sent|universe,20.0,Candidate_Visual_Review,Queued_For_Review
RAQ-044,44,Tier_2,1036844829507460_122119037427072582,914565258282052,2026-05-09T18:22:28+0000,2,Universe Sent Me,1LYnpKq7qqjOGSK6AaWJWP7vWJBaX561c,Universe sent me - 003.png,Reels/INSTAGRAM,2026-06-03T23:13:21.029Z,2026-06-03T23:13:21.036Z,image/png,,25.2,sent|universe,20.0,Candidate_Visual_Review,Queued_For_Review
RAQ-044,44,Tier_2,1036844829507460_122119037427072582,914565258282052,2026-05-09T18:22:28+0000,2,Universe Sent Me,12gK6J-SwKYMisEpSAV31DCJGl_mW2uZ_,Universe sent me - 004.png,Reels/INSTAGRAM,2026-06-03T23:33:37.880Z,2026-06-03T23:33:37.887Z,image/png,,25.22,sent|universe,20.0,Candidate_Visual_Review,Queued_For_Review
RAQ-044,44,Tier_2,1036844829507460_122119037427072582,914565258282052,2026-05-09T18:22:28+0000,2,Universe Sent Me,1wD-cIUrlqcSCNJcuJtQlk64YZHLRUxDX,Universe sent me - 005.png,Reels/INSTAGRAM,2026-06-03T23:52:49.977Z,2026-06-03T23:52:49.992Z,image/png,,25.23,sent|universe,20.0,Candidate_Visual_Review,Queued_For_Review
RAQ-045,45,Tier_2,1036844829507460_122120649579072582,1870531463610884,2026-05-15T20:17:31+0000,2,,175XnmOVnBPgVCFlwyDWCZ3jCAmB2MOjO,Fantasma_tranquilo_con_viento_202605241629.mp4,Reels,2026-05-24T21:29:12.665Z,2026-05-24T21:29:12.673Z,video/mp4,7999,9.05,,3.19,Date_Proximity_Only,Queued_For_Review
RAQ-046,46,Tier_2,1036844829507460_122121755385072582,27322753114004569,2026-05-19T17:30:31+0000,2,Its understood,175XnmOVnBPgVCFlwyDWCZ3jCAmB2MOjO,Fantasma_tranquilo_con_viento_202605241629.mp4,Reels,2026-05-24T21:29:12.665Z,2026-05-24T21:29:12.673Z,video/mp4,7999,5.17,,3.97,Date_Proximity_Only,Queued_For_Review
RAQ-047,47,Tier_2,1036844829507460_122124491475072582,2456763258085012,2026-05-28T15:33:37+0000,2,,175XnmOVnBPgVCFlwyDWCZ3jCAmB2MOjO,Fantasma_tranquilo_con_viento_202605241629.mp4,Reels,2026-05-24T21:29:12.665Z,2026-05-24T21:29:12.673Z,video/mp4,7999,3.75,,4.25,Date_Proximity_Only,Queued_For_Review
RAQ-047,47,Tier_2,1036844829507460_122124491475072582,2456763258085012,2026-05-28T15:33:37+0000,2,,11R4SnZUnPc63fj-Gqbu2TtphiBOa357q,Universe sent me - 001.png,Reels/INSTAGRAM,2026-06-03T23:08:06.656Z,2026-06-03T23:08:06.660Z,image/png,,6.32,,3.74,Date_Proximity_Only,Queued_For_Review
RAQ-047,47,Tier_2,1036844829507460_122124491475072582,2456763258085012,2026-05-28T15:33:37+0000,2,,1bHcZ24HjBewz2l0bt1XNf2wk6kdhDKoM,Universe sent me - 002.png,Reels/INSTAGRAM,2026-06-03T23:10:50.582Z,2026-06-03T23:10:50.589Z,image/png,,6.32,,3.74,Date_Proximity_Only,Queued_For_Review
RAQ-047,47,Tier_2,1036844829507460_122124491475072582,2456763258085012,2026-05-28T15:33:37+0000,2,,1LYnpKq7qqjOGSK6AaWJWP7vWJBaX561c,Universe sent me - 003.png,Reels/INSTAGRAM,2026-06-03T23:13:21.029Z,2026-06-03T23:13:21.036Z,image/png,,6.32,,3.74,Date_Proximity_Only,Queued_For_Review
RAQ-047,47,Tier_2,1036844829507460_122124491475072582,2456763258085012,2026-05-28T15:33:37+0000,2,,12gK6J-SwKYMisEpSAV31DCJGl_mW2uZ_,Universe sent me - 004.png,Reels/INSTAGRAM,2026-06-03T23:33:37.880Z,2026-06-03T23:33:37.887Z,image/png,,6.33,,3.73,Date_Proximity_Only,Queued_For_Review
RAQ-048,48,Tier_2,1036844829507460_122125895013072582,1883510432222967,2026-06-02T18:41:04+0000,2,,11R4SnZUnPc63fj-Gqbu2TtphiBOa357q,Universe sent me - 001.png,Reels/INSTAGRAM,2026-06-03T23:08:06.656Z,2026-06-03T23:08:06.660Z,image/png,,1.19,,4.76,Date_Proximity_Only,Queued_For_Review
RAQ-048,48,Tier_2,1036844829507460_122125895013072582,1883510432222967,2026-06-02T18:41:04+0000,2,,1bHcZ24HjBewz2l0bt1XNf2wk6kdhDKoM,Universe sent me - 002.png,Reels/INSTAGRAM,2026-06-03T23:10:50.582Z,2026-06-03T23:10:50.589Z,image/png,,1.19,,4.76,Date_Proximity_Only,Queued_For_Review
RAQ-048,48,Tier_2,1036844829507460_122125895013072582,1883510432222967,2026-06-02T18:41:04+0000,2,,1LYnpKq7qqjOGSK6AaWJWP7vWJBaX561c,Universe sent me - 003.png,Reels/INSTAGRAM,2026-06-03T23:13:21.029Z,2026-06-03T23:13:21.036Z,image/png,,1.19,,4.76,Date_Proximity_Only,Queued_For_Review
RAQ-048,48,Tier_2,1036844829507460_122125895013072582,1883510432222967,2026-06-02T18:41:04+0000,2,,12gK6J-SwKYMisEpSAV31DCJGl_mW2uZ_,Universe sent me - 004.png,Reels/INSTAGRAM,2026-06-03T23:33:37.880Z,2026-06-03T23:33:37.887Z,image/png,,1.2,,4.76,Date_Proximity_Only,Queued_For_Review
RAQ-048,48,Tier_2,1036844829507460_122125895013072582,1883510432222967,2026-06-02T18:41:04+0000,2,,1wD-cIUrlqcSCNJcuJtQlk64YZHLRUxDX,Universe sent me - 005.png,Reels/INSTAGRAM,2026-06-03T23:52:49.977Z,2026-06-03T23:52:49.992Z,image/png,,1.22,,4.76,Date_Proximity_Only,Queued_For_Review
RAQ-049,49,Tier_2,1036844829507460_122126267355072582,1418763413347517,2026-06-03T17:35:15+0000,1,No es algo heroico es más bien algo estoico... #cerati,11R4SnZUnPc63fj-Gqbu2TtphiBOa357q,Universe sent me - 001.png,Reels/INSTAGRAM,2026-06-03T23:08:06.656Z,2026-06-03T23:08:06.660Z,image/png,,0.23,,4.95,Date_Proximity_Only,Queued_For_Review
RAQ-049,49,Tier_2,1036844829507460_122126267355072582,1418763413347517,2026-06-03T17:35:15+0000,1,No es algo heroico es más bien algo estoico... #cerati,1bHcZ24HjBewz2l0bt1XNf2wk6kdhDKoM,Universe sent me - 002.png,Reels/INSTAGRAM,2026-06-03T23:10:50.582Z,2026-06-03T23:10:50.589Z,image/png,,0.23,,4.95,Date_Proximity_Only,Queued_For_Review
RAQ-049,49,Tier_2,1036844829507460_122126267355072582,1418763413347517,2026-06-03T17:35:15+0000,1,No es algo heroico es más bien algo estoico... #cerati,1LYnpKq7qqjOGSK6AaWJWP7vWJBaX561c,Universe sent me - 003.png,Reels/INSTAGRAM,2026-06-03T23:13:21.029Z,2026-06-03T23:13:21.036Z,image/png,,0.23,,4.95,Date_Proximity_Only,Queued_For_Review
RAQ-049,49,Tier_2,1036844829507460_122126267355072582,1418763413347517,2026-06-03T17:35:15+0000,1,No es algo heroico es más bien algo estoico... #cerati,12gK6J-SwKYMisEpSAV31DCJGl_mW2uZ_,Universe sent me - 004.png,Reels/INSTAGRAM,2026-06-03T23:33:37.880Z,2026-06-03T23:33:37.887Z,image/png,,0.25,,4.95,Date_Proximity_Only,Queued_For_Review
RAQ-049,49,Tier_2,1036844829507460_122126267355072582,1418763413347517,2026-06-03T17:35:15+0000,1,No es algo heroico es más bien algo estoico... #cerati,1wD-cIUrlqcSCNJcuJtQlk64YZHLRUxDX,Universe sent me - 005.png,Reels/INSTAGRAM,2026-06-03T23:52:49.977Z,2026-06-03T23:52:49.992Z,image/png,,0.26,,4.95,Date_Proximity_Only,Queued_For_Review
RAQ-050,50,Tier_2,1036844829507460_122125193847072582,979223768073311,2026-06-01T00:39:16+0000,0,De eso se trata ✨,11R4SnZUnPc63fj-Gqbu2TtphiBOa357q,Universe sent me - 001.png,Reels/INSTAGRAM,2026-06-03T23:08:06.656Z,2026-06-03T23:08:06.660Z,image/png,,2.94,,4.41,Date_Proximity_Only,Queued_For_Review
RAQ-050,50,Tier_2,1036844829507460_122125193847072582,979223768073311,2026-06-01T00:39:16+0000,0,De eso se trata ✨,1bHcZ24HjBewz2l0bt1XNf2wk6kdhDKoM,Universe sent me - 002.png,Reels/INSTAGRAM,2026-06-03T23:10:50.582Z,2026-06-03T23:10:50.589Z,image/png,,2.94,,4.41,Date_Proximity_Only,Queued_For_Review
RAQ-050,50,Tier_2,1036844829507460_122125193847072582,979223768073311,2026-06-01T00:39:16+0000,0,De eso se trata ✨,1LYnpKq7qqjOGSK6AaWJWP7vWJBaX561c,Universe sent me - 003.png,Reels/INSTAGRAM,2026-06-03T23:13:21.029Z,2026-06-03T23:13:21.036Z,image/png,,2.94,,4.41,Date_Proximity_Only,Queued_For_Review
RAQ-050,50,Tier_2,1036844829507460_122125193847072582,979223768073311,2026-06-01T00:39:16+0000,0,De eso se trata ✨,12gK6J-SwKYMisEpSAV31DCJGl_mW2uZ_,Universe sent me - 004.png,Reels/INSTAGRAM,2026-06-03T23:33:37.880Z,2026-06-03T23:33:37.887Z,image/png,,2.95,,4.41,Date_Proximity_Only,Queued_For_Review
RAQ-050,50,Tier_2,1036844829507460_122125193847072582,979223768073311,2026-06-01T00:39:16+0000,0,De eso se trata ✨,1wD-cIUrlqcSCNJcuJtQlk64YZHLRUxDX,Universe sent me - 005.png,Reels/INSTAGRAM,2026-06-03T23:52:49.977Z,2026-06-03T23:52:49.992Z,image/png,,2.97,,4.41,Date_Proximity_Only,Queued_For_Review
RAQ-051,51,Tier_2,1036844829507460_122129227551072582,1531938091902052,2026-06-11T22:49:35+0000,0,#arcticmonkeys #universesentme #aiart,1HTTD4Qp-2jVtG9uq2dFJegp2Xf_1W5VX,UniverseSentMe OnAir.png,Reels/Horoscopos,2026-07-09T16:05:28.926Z,2026-07-09T16:05:28.932Z,image/png,,27.72,universesentme,10.0,Candidate_Visual_Review,Queued_For_Review
RAQ-051,51,Tier_2,1036844829507460_122129227551072582,1531938091902052,2026-06-11T22:49:35+0000,0,#arcticmonkeys #universesentme #aiart,1EkeGe3RB24J0RibBiExsJ0mHOBpOUGG4,"ChatGPT Image 11 jun 2026, 05_59_03 p.m.png",Reels/INSTAGRAM,2026-06-11T22:59:03.445Z,2026-06-11T22:59:03.465Z,image/png,,0.01,,5.0,Date_Proximity_Only,Queued_For_Review
RAQ-051,51,Tier_2,1036844829507460_122129227551072582,1531938091902052,2026-06-11T22:49:35+0000,0,#arcticmonkeys #universesentme #aiart,1Ehu7kSMzKMxlPGJVGkiyGoJLnyYHv_B0,Universe Real - 008.mp4,Reels/INSTAGRAM,2026-06-11T22:19:14.629Z,2026-06-11T22:19:14.641Z,video/mp4,9999,0.02,,5.0,Date_Proximity_Only,Queued_For_Review
RAQ-051,51,Tier_2,1036844829507460_122129227551072582,1531938091902052,2026-06-11T22:49:35+0000,0,#arcticmonkeys #universesentme #aiart,15nHZZftnESgshlLevc0gK8N0zSqEq6Pp,Universe sent me - 022.png,Reels/INSTAGRAM,2026-06-10T21:41:45.750Z,2026-06-10T21:41:45.759Z,image/png,,1.05,,4.79,Date_Proximity_Only,Queued_For_Review
RAQ-051,51,Tier_2,1036844829507460_122129227551072582,1531938091902052,2026-06-11T22:49:35+0000,0,#arcticmonkeys #universesentme #aiart,1vFRModK-KTYj6D9ZXhYBFhMOr3B-fS5F,Man_pressing_hands_temples_202606131832.mp4,Reels,2026-06-13T23:32:24.911Z,2026-06-13T23:32:24.917Z,video/mp4,7999,2.03,,4.59,Date_Proximity_Only,Queued_For_Review
